country_name,country_code,indicator_name,indicator_code,value,year
Chad,TCD,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,48.35911747,2011
Chad,TCD,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,49.28135548,2009
Chad,TCD,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,10.02373766,1975
Chad,TCD,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.03762852,1988
Chad,TCD,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.57607791,2002
Chad,TCD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.00698152,1973
Chad,TCD,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.988890449,1988
Chad,TCD,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.575796945,2006
Chad,TCD,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.417598535,1980
Chad,TCD,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.164156313,2012
Chad,TCD,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,5.851363809,1973
Chad,TCD,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,5.567376905,1994
Chad,TCD,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.326050818,1998
Chad,TCD,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.566951321,2007
Chad,TCD,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.669910547,2010
Chad,TCD,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.892032331,2017
Chad,TCD,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,4.33552961,2008
Chad,TCD,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,4.491341092,2012
Chad,TCD,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,4.574978427,1972
Chad,TCD,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,3.713763105,1988
Chad,TCD,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,4.028732506,1997
Chad,TCD,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,3.907653864,1986
Chad,TCD,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,4.171035674,1966
Chad,TCD,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.779455479,1977
Chad,TCD,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2.997754427,1995
Chad,TCD,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2.813587215,2011
Chad,TCD,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2.427105369,2001
Chad,TCD,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.464877727,1961
Chad,TCD,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.430318344,1963
Chad,TCD,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.536658184,1994
Chad,TCD,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.178383024,2014
Chad,TCD,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.167345311,2020
Chad,TCD,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.127837521,1996
Chad,TCD,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.827957194,2009
Chad,TCD,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.126284828,1982
Chad,TCD,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.383249613,2016
Chad,TCD,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,3.343746532,1966
Chad,TCD,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2.860011498,1992
Chad,TCD,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.848976066,1962
Chad,TCD,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.756466057,1974
Chad,TCD,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.622671426,1981
Chad,TCD,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.374567856,1985
Chad,TCD,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.236521892,1992
Chad,TCD,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.199496155,1973
Chad,TCD,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.716795296,2018
Chad,TCD,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.950084626,1964
Chad,TCD,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.843754417,1992
Chad,TCD,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.831018641,1993
Chad,TCD,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,0.809682079,1995
Chad,TCD,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,0.489648703,2011
Chad,TCD,"Population ages 80 and older, female (% of female population)",SP.POP.80UP.FE.5Y,0.395712726,2001
Chad,TCD,Population growth (annual %),SP.POP.GROW,2.04718069,1976
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.785829836,2001
Chad,TCD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.14474248,1962
Chad,TCD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.55088213,1988
Chad,TCD,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.90664525,2016
Chad,TCD,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,49.8,2011
Chad,TCD,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.3,2002
Chad,TCD,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.7,1992
Chad,TCD,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.7,1993
Chad,TCD,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,0.4,2018
Chad,TCD,"Prevalence of overweight, female (% of female adults)",SH.STA.OWAD.FE.ZS,10.2,1976
Chad,TCD,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,32.1,2017
Chad,TCD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,37.9,2017
Chad,TCD,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,13.9,2000
Chad,TCD,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,14.7,2018
Chad,TCD,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,11.2,2016
Chad,TCD,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,23.1,1991
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.578870376,1964
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.145461462,1983
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,3.815048016,2003
Chad,TCD,Rural population growth (annual %),SP.RUR.TOTL.ZG,3.137292184,2014
Chad,TCD,"School enrollment, primary (% gross)",SE.PRM.ENRR,31.62845039,1973
Chad,TCD,"School enrollment, primary (% gross)",SE.PRM.ENRR,77.72064972,2008
Chad,TCD,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,16.41069984,1973
Chad,TCD,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,54.87083817,2002
Chad,TCD,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,78.0417099,2019
Chad,TCD,"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,13.49708,1975
Chad,TCD,"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,82.19736,2016
Chad,TCD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,20.55504036,2019
Chad,TCD,"Stillbirth rate (per 1,000 total births)",SH.DYN.STLB,34.70147544,2000
Chad,TCD,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,31.874336,1962
Chad,TCD,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,1.21,2009
Chad,TCD,Urban population growth (annual %),SP.URB.GROW,4.235629473,1990
Chad,TCD,Urban population growth (annual %),SP.URB.GROW,3.872502696,2017
Chad,TCD,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.6,2000
Chad,TCD,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,59.7,2010
Channel Islands,CHI,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,11.497,2005
Channel Islands,CHI,"Age at first marriage, female",SP.DYN.SMAM.FE,26.8,1986
Channel Islands,CHI,"Age at first marriage, female",SP.DYN.SMAM.FE,29.7,2001
Channel Islands,CHI,Age dependency ratio (% of working-age population),SP.POP.DPND,50.77280939,1979
Channel Islands,CHI,Age dependency ratio (% of working-age population),SP.POP.DPND,45.43959816,2011
Channel Islands,CHI,"Age dependency ratio, old",SP.POP.DPND.OL,22.41275711,1981
Channel Islands,CHI,"Age dependency ratio, young",SP.POP.DPND.YG,22.49693769,2018
Channel Islands,CHI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.339,1999
Channel Islands,CHI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.824,1975
Channel Islands,CHI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.046,2010
Channel Islands,CHI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,44.38607223,2016
Channel Islands,CHI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.737,1986
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.89,1982
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.004,1988
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.988,1992
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.351,1993
Channel Islands,CHI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,101.5,1967
Channel Islands,CHI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,44.468,2012
Channel Islands,CHI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,183.374,1960
Channel Islands,CHI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,152.37,1979
Channel Islands,CHI,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,7.367889717,1962
Channel Islands,CHI,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,5.169137656,2017
Channel Islands,CHI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.12485871,1990
Channel Islands,CHI,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,6.389681821,1962
Channel Islands,CHI,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,5.743008007,1992
Channel Islands,CHI,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.083552774,1974
Channel Islands,CHI,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,5.14215904,2010
Channel Islands,CHI,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,5.168085955,2019
Channel Islands,CHI,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,5.941698352,1965
Channel Islands,CHI,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.985966108,1974
Channel Islands,CHI,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,67.64736072,2006
Channel Islands,CHI,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.70464023,2006
Channel Islands,CHI,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.008188269,1975
Channel Islands,CHI,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,6.148356905,2005
Channel Islands,CHI,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,6.330176238,2017
Channel Islands,CHI,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,6.251887998,2020
Channel Islands,CHI,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.92984063,1963
Channel Islands,CHI,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,8.055667068,1988
Channel Islands,CHI,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,6.558741742,1960
Channel Islands,CHI,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.718434725,1986
Channel Islands,CHI,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.347667807,1993
Channel Islands,CHI,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.561641326,1963
Channel Islands,CHI,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.911444162,1988
Channel Islands,CHI,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.992411623,2014
Channel Islands,CHI,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.307303193,1961
Channel Islands,CHI,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.327477112,1963
Channel Islands,CHI,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,5.660235492,1981
Channel Islands,CHI,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,7.396206739,2003
Channel Islands,CHI,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,8.2207221,2011
Channel Islands,CHI,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.704769641,1992
Channel Islands,CHI,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,6.696436268,1963
Channel Islands,CHI,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,5.799777177,1971
Channel Islands,CHI,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,5.961121116,1975
Channel Islands,CHI,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,5.446883631,1987
Channel Islands,CHI,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,7.334942357,2011
Channel Islands,CHI,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,6.395950602,1997
Channel Islands,CHI,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,5.835509476,2005
Channel Islands,CHI,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,4.83312651,2002
Channel Islands,CHI,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,5.156722054,1960
Channel Islands,CHI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,17.04815968,1988
Channel Islands,CHI,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,13.78460131,2010
Channel Islands,CHI,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,5.302731112,1979
Channel Islands,CHI,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,4.392986635,1967
Channel Islands,CHI,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,4.138682691,1989
Channel Islands,CHI,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,4.292403746,2002
Channel Islands,CHI,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,4.280553473,2003
Channel Islands,CHI,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,3.811773256,2013
Channel Islands,CHI,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,3.202563407,1970
Channel Islands,CHI,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,3.360548388,1999
Channel Islands,CHI,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,3.496694159,2003
Channel Islands,CHI,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,3.870039564,2017
Channel Islands,CHI,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,3.317057846,2001
Channel Islands,CHI,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,3.419562815,2020
Channel Islands,CHI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.39297579,1975
Channel Islands,CHI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.63924189,1987
Channel Islands,CHI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.64307207,1989
Channel Islands,CHI,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.476119006,1965
Channel Islands,CHI,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.453506293,1969
Channel Islands,CHI,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.64883709,1992
Channel Islands,CHI,Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.057,2012
Channel Islands,CHI,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,85.428187,1980
Channel Islands,CHI,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,94.210822,2018
Channel Islands,CHI,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,6.26,2011
Channel Islands,CHI,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.45,2007
Chile,CHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,54.5592,2009
Chile,CHL,"Age dependency ratio, young",SP.POP.DPND.YG,41.00649747,2001
Chile,CHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.556,1960
Chile,CHL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.7,2015
Chile,CHL,Capital health expenditure (% of GDP),SH.XPD.KHEX.GD.ZS,0.26308751,2012
Chile,CHL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,10.07779978,2000
Chile,CHL,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,8.382810104,2010
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.51866722,2016
Chile,CHL,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.11,1969
Chile,CHL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,47.73588562,2014
Chile,CHL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.36552072,2012
Chile,CHL,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.57032824,2017
Chile,CHL,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.17,2012
Chile,CHL,"Human capital index (HCI), female, lower bound (scale 0-1)",HD.HCI.OVRL.LB.FE,0.666013002,2018
Chile,CHL,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,0.675475597,2018
Chile,CHL,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,0.32,2015
Chile,CHL,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",SH.HIV.INCD.50.P3,0.05,1995
Chile,CHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,66.808,1972
Chile,CHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.943,1995
Chile,CHL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,98.80364227,2002
Chile,CHL,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,5.7130427,2006
Chile,CHL,Low-birthweight babies (% of births),SH.STA.BRTW.ZS,5.8815012,2009
Chile,CHL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,17.7,2005
Chile,CHL,"Mortality caused by road traffic injury (per 100,000 people)",SH.STA.TRAF.P5,12.5,2010
Chile,CHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,153.732,1976
Chile,CHL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,65.373,2017
Chile,CHL,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,139.9,1960
Chile,CHL,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,9.1,2002
Chile,CHL,"Mortality rate, under-5, female (per 1,000)",SH.DYN.MORT.FE,76.3,1969
Chile,CHL,"Mortality rate, under-5, male (per 1,000)",SH.DYN.MORT.MA,23.4,1988
Chile,CHL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,42.61517334,2001
Chile,CHL,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,339.9842224,2003
Chile,CHL,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,2.087509023,2009
Chile,CHL,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,77.98014038,2005
Chile,CHL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.153,1998
Chile,CHL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,10.43039346,1984
Chile,CHL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,10.00476395,1994
Chile,CHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.44875132,1960
Chile,CHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.69367904,1964
Chile,CHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.23194703,2004
Chile,CHL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,29.76563618,1987
Chile,CHL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,21.77911535,2009
Chile,CHL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.398345865,1998
Chile,CHL,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,7.899681235,2005
Chile,CHL,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.717847855,2008
Chile,CHL,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.832310789,2020
Chile,CHL,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,10.59769513,1970
Chile,CHL,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.12079472,1966
Chile,CHL,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.26858874,1986
Chile,CHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.8091479,1988
Chile,CHL,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,61.86880957,1980
Chile,CHL,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,68.05969917,2016
Chile,CHL,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,56.29354527,1965
Chile,CHL,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,69.62920535,2014
Chile,CHL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,8.326994496,1963
Chile,CHL,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,9.645323045,1986
Chile,CHL,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,7.886482038,2000
Chile,CHL,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.398085142,2016
Chile,CHL,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.474837057,1983
Chile,CHL,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.936202954,1986
Chile,CHL,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.573995441,1961
Chile,CHL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,6.024857981,1969
